LotArea,LotFrontage,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,Expensive,MSZoning,Condition1,Heating,Street,CentralAir,Foundation,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,KitchenQual,FireplaceQu,MSSubClass,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageArea,OpenPorchSF,EnclosedPorch,3SsnPorch,MiscVal,MoSold,YrSold,Id,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,BsmtFinType2,HeatingQC,Electrical,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
15576,63,840,4,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,Gd,TA,No,Unf,TA,,70,6,7,1915,1976,0,0,0,840,840,840,0,1680,0,0,2,0,1,8,1960,308,0,160,0,0,3,2008,408,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Plywood,None,Unf,Ex,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
14154,109,1063,3,1,0,3,192,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,Gd,No,Unf,Gd,Gd,60,7,5,2006,2006,350,0,0,1063,1071,1101,0,2172,0,0,2,1,1,9,2006,947,62,0,0,0,8,2007,409,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,New,Partial
10800,85,1034,3,1,0,3,0,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,GLQ,Ex,Gd,60,8,5,2007,2008,100,789,0,245,1050,1028,0,2078,1,0,2,1,1,8,2008,836,102,0,0,0,4,2008,410,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,New,Partial
9571,68,1276,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Fa,TA,Fa,No,Unf,TA,,20,5,3,1958,1958,0,0,0,1276,1276,0,0,1276,0,0,1,0,1,5,1958,350,0,0,0,0,6,2009,411,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,BrkComm,Brk Cmn,None,Unf,TA,FuseA,Mod,Attchd,Unf,TA,TA,Y,COD,Abnorml
34650,100,1056,3,0,0,2,264,0,0,RL,Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,Mn,Rec,TA,,190,5,5,1955,1955,0,1056,0,0,1056,0,0,1056,1,0,1,0,1,5,1955,572,0,0,0,0,1,2006,412,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,2fmCon,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,Unf,TA,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
4403,,1470,2,1,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Av,GLQ,Gd,Gd,20,7,5,2009,2009,432,578,0,892,1478,0,0,1478,1,0,2,1,1,7,2009,484,144,0,0,0,6,2010,413,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,New,Partial
8960,56,1008,2,1,0,2,0,0,0,RM,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,Gd,30,5,6,1927,1950,0,0,0,1008,1028,0,0,1028,0,0,1,0,1,5,1927,360,0,130,0,0,3,2010,414,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,Unf,Gd,FuseA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
11228,59,1080,3,1,0,3,196,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,BLQ,Gd,TA,60,7,5,1993,1993,0,50,531,499,1080,1017,0,2097,0,1,2,1,1,9,1993,678,187,0,0,0,12,2008,415,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,GLQ,Ex,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
8899,73,1340,3,0,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,,20,7,5,2007,2007,0,24,0,1316,1340,0,0,1340,0,0,2,0,1,6,2007,396,30,0,0,0,8,2007,416,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,New,Partial
7844,74,672,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,TA,60,6,7,1978,1978,203,209,0,463,672,728,0,1400,0,0,1,1,1,6,1978,440,0,0,0,0,3,2006,417,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Unf,TA,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
22420,86,1370,4,1,0,3,0,0,0,RL,Feedr,GasW,Pave,N,BrkTil,TA,TA,Gd,TA,No,BLQ,TA,Gd,70,6,6,1918,1950,0,1128,0,242,1370,1254,0,2624,1,0,2,1,1,10,1918,864,0,0,0,0,11,2007,418,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,None,Unf,TA,FuseA,Typ,Detchd,Unf,TA,TA,N,WD,Normal
8160,60,756,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,ALQ,TA,,50,5,6,1940,1950,0,312,0,444,756,378,0,1134,1,0,1,1,1,7,1940,240,0,0,0,0,4,2007,419,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Unf,Fa,FuseF,Typ,Detchd,Unf,TA,TA,P,WD,AdjLand
8450,65,1056,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,Fa,20,5,6,1968,1968,0,775,0,281,1056,0,0,1056,1,0,1,0,1,6,1968,304,85,184,0,0,7,2010,420,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
7060,78,1344,2,0,0,4,0,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,Gd,Gd,Gd,Gd,GLQ,TA,,90,7,5,1997,1998,200,1309,0,35,1344,0,0,1344,2,0,2,0,2,8,1997,784,0,0,0,0,11,2008,421,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Alloca
16635,,1602,3,1,0,2,240,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,No,ALQ,Gd,TA,20,6,7,1977,2000,126,1246,0,356,1602,0,0,1602,0,1,2,0,1,8,1977,529,0,0,0,0,6,2009,422,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
21750,100,988,2,0,0,2,0,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,,20,5,5,1954,1954,0,0,0,988,988,0,0,988,0,0,1,0,1,4,1954,520,0,0,0,0,2,2008,423,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,Unf,Ex,FuseA,Typ,Attchd,RFn,TA,TA,N,WD,Normal
9200,80,1470,4,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA,60,8,5,1998,1998,473,986,0,484,1470,1160,0,2630,1,0,2,1,1,8,1998,696,66,0,0,0,6,2008,424,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
9000,72,1196,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,LwQ,TA,Gd,20,6,5,1956,1956,74,616,0,580,1196,0,0,1196,1,0,1,0,1,6,1956,297,44,0,0,0,5,2008,425,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Unf,Gd,FuseA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
3378,60,651,3,2,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,Unf,TA,Gd,60,7,8,1946,1992,0,0,0,651,707,682,0,1389,0,0,1,1,1,6,1947,240,0,126,0,0,9,2009,426,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,Gd,SBrkr,Typ,Detchd,Unf,TA,TA,P,WD,Normal
12800,,1518,2,1,0,2,80,396,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,TA,80,7,5,1989,1989,145,1518,0,0,1644,0,0,1644,1,1,2,0,1,5,1989,569,0,0,0,0,8,2009,427,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
8593,77,907,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,,20,4,6,1957,1957,0,288,0,619,907,0,0,907,0,0,1,0,1,5,1964,352,0,0,0,0,7,2008,428,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,Unf,Ex,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
6762,64,1208,2,0,0,2,105,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,,20,7,5,2007,2007,108,664,0,544,1208,0,0,1208,1,0,2,0,1,6,2007,628,54,0,0,0,9,2007,429,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,New,Partial
11457,130,1392,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Mn,GLQ,Gd,TA,20,6,5,1988,1988,0,1005,0,387,1412,0,0,1412,1,0,2,0,1,6,1988,576,0,169,0,0,3,2009,430,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
1680,21,483,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,,160,6,5,1971,1971,232,387,0,96,483,504,0,987,0,0,1,1,1,4,1971,264,0,0,0,0,7,2008,431,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,COD,Abnorml
5586,60,901,4,0,0,0,0,0,0,RM,Feedr,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,,50,6,7,1920,1998,0,0,0,901,1088,110,0,1198,0,0,1,0,1,7,,0,98,0,0,0,9,2008,432,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Unf,Gd,SBrkr,Typ,,,,,N,ConLD,Abnorml
1920,24,765,2,0,0,2,240,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,,160,5,5,1971,1971,376,471,0,294,765,600,0,1365,1,0,1,1,1,6,1971,440,36,0,0,0,8,2007,433,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Unf,Ex,SBrkr,Min1,Detchd,Unf,TA,TA,Y,WD,Normal
10839,100,926,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA,60,6,5,1997,1998,0,0,0,926,926,678,0,1604,0,0,2,1,1,7,1997,470,36,0,0,0,7,2008,434,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
1890,21,630,1,0,0,0,88,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,Gd,TA,Av,ALQ,TA,,180,4,7,1972,1972,0,495,0,135,630,0,0,630,1,0,1,0,1,3,,0,0,0,0,0,6,2008,435,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,Unf,Gd,SBrkr,Typ,,,,,Y,WD,Normal
10667,43,799,3,1,0,2,158,0,0,RL,PosN,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,TA,60,7,6,1996,1996,0,385,344,70,827,834,0,1661,1,0,2,1,1,6,1996,550,61,0,0,0,4,2009,436,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,ALQ,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,ConLw,Normal
4400,40,648,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,Fa,TA,No,Unf,TA,,50,6,8,1920,1950,0,0,0,648,734,384,0,1118,0,0,1,0,1,6,1990,440,0,0,0,0,10,2006,437,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,Unf,TA,FuseA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
6000,50,884,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,TA,TA,No,Unf,TA,,45,6,7,1926,2004,0,0,0,884,904,0,0,904,0,0,1,0,1,4,1926,180,0,105,0,0,1,2009,438,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,Gd,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
4280,40,440,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,N,PConc,TA,TA,TA,TA,No,LwQ,Gd,Gd,30,5,6,1913,2002,0,365,0,75,694,0,0,694,0,0,1,0,1,4,1990,352,0,34,0,0,3,2007,439,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,CompShg,WdShing,Stucco,None,Unf,TA,SBrkr,Typ,Detchd,Unf,Gd,TA,P,WD,Normal
12354,67,684,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,Fa,Mn,Unf,Gd,,50,6,8,1920,2000,0,0,0,684,684,512,0,1196,0,0,1,0,1,7,2005,528,46,0,0,800,8,2009,440,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,Gd,SBrkr,Typ,Detchd,Unf,TA,TA,Y,ConLI,Normal
15431,105,3094,2,2,0,3,0,170,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,GLQ,Ex,Gd,20,10,5,2008,2008,200,1767,539,788,2402,0,0,2402,1,0,2,0,1,10,2008,672,72,0,0,0,4,2009,441,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,ALQ,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
12108,92,1440,4,0,0,0,0,0,0,RL,Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,ALQ,Fa,,90,4,4,1955,1955,270,133,0,1307,1440,0,0,1440,0,0,2,0,2,8,,0,0,0,0,0,9,2008,442,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Unf,TA,FuseF,Typ,,,,,Y,WD,Normal
6240,52,1078,3,1,0,2,0,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,Unf,TA,Gd,50,5,7,1930,1992,0,0,0,1078,1128,445,0,1573,0,0,2,0,1,8,1930,360,0,0,0,0,6,2008,443,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,P,WD,Normal
3922,53,1258,2,1,0,3,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,Unf,Gd,Gd,120,7,5,2006,2007,72,0,0,1258,1258,0,0,1258,0,0,2,0,1,6,2007,648,16,0,0,0,6,2007,444,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,New,Partial
8750,70,915,4,1,0,2,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,Gd,TA,No,GLQ,Gd,TA,60,7,5,1994,1995,0,642,0,273,933,975,0,1908,1,0,2,1,1,8,1994,493,133,0,0,0,7,2008,445,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
9855,73,1436,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,Gd,20,6,5,1956,1956,0,0,0,1436,1689,0,0,1689,0,0,1,0,1,7,1956,480,0,0,0,0,11,2009,446,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,Unf,Fa,SBrkr,Typ,Attchd,Unf,TA,TA,Y,COD,Normal
16492,137,1517,2,1,0,2,0,0,0,RL,PosA,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,ALQ,Gd,Gd,20,6,6,1966,2002,0,247,713,557,1888,0,0,1888,0,0,2,1,1,6,1966,578,0,0,0,0,6,2010,447,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,None,Rec,Ex,SBrkr,Mod,Attchd,Fin,TA,TA,Y,WD,Normal
11214,,930,4,1,0,2,89,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA,60,7,5,1998,1999,0,0,0,930,956,930,0,1886,0,0,2,1,1,10,1998,431,0,0,0,0,7,2006,448,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
8600,50,780,3,1,0,1,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,Gd,50,6,6,1937,1950,0,0,0,780,780,596,0,1376,0,0,2,0,1,7,1937,198,0,0,0,0,6,2006,449,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,N,WD,Normal
6000,50,649,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,TA,,50,3,7,1948,2002,0,331,0,318,679,504,0,1183,0,0,1,1,1,6,1981,308,176,0,0,0,6,2007,450,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Unf,Ex,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
5684,70,813,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,Gd,,30,6,8,1930,2005,0,0,0,813,813,0,0,813,0,0,1,0,1,5,1932,270,113,0,0,0,6,2006,451,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,Unf,Ex,FuseA,Typ,Detchd,Unf,Fa,Fa,N,WD,Normal
70761,62,1533,2,2,0,2,200,0,1,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,ALQ,Gd,TA,20,7,5,1975,1975,0,655,0,878,1533,0,0,1533,1,0,2,0,1,5,1975,576,54,0,0,0,12,2006,452,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,1Fam,1Story,Gable,WdShngl,Plywood,Plywood,None,Unf,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
9303,,872,3,0,0,2,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,ALQ,TA,,60,6,5,1996,1997,42,742,0,130,888,868,0,1756,1,0,2,1,1,7,1996,422,122,0,0,0,7,2007,453,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
9000,75,768,3,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,,60,8,5,2008,2008,0,0,0,768,786,804,0,1590,0,0,2,1,1,6,2008,676,30,0,0,0,6,2009,454,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
9297,63,1728,4,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,,90,5,5,1976,1976,0,1606,0,122,1728,0,0,1728,2,0,2,0,2,8,1976,560,0,0,0,0,7,2006,455,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Family
9600,80,1242,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,TA,20,7,6,1973,1973,320,916,0,326,1242,0,0,1242,0,0,1,1,1,6,1973,528,0,0,0,0,9,2007,456,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Unf,Fa,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
4571,34,624,4,0,0,3,0,0,0,RM,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,Unf,TA,,70,5,5,1916,1950,0,0,0,624,624,720,0,1344,0,0,1,0,1,7,1916,513,0,96,0,0,5,2008,457,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,Unf,Fa,SBrkr,Typ,Detchd,Unf,Fa,Fa,Y,COD,Abnorml
53227,,1364,2,2,0,2,224,0,1,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,BLQ,Gd,Gd,20,4,6,1954,1994,0,1116,0,248,1663,0,0,1663,1,0,1,0,1,6,1954,529,137,0,0,0,3,2008,458,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,Unf,Ex,SBrkr,Min1,Attchd,Fin,TA,TA,Y,WD,Normal
5100,,588,3,1,0,1,192,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,Gd,TA,TA,No,Unf,Gd,Gd,70,8,7,1925,1996,0,0,0,588,833,833,0,1666,0,0,1,0,1,7,1925,228,63,0,0,0,6,2008,459,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,Unf,Fa,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
7015,,709,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,Gd,TA,50,5,4,1950,1950,161,185,0,524,979,224,0,1203,1,0,1,0,1,5,1950,352,0,248,0,0,7,2009,460,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkCmn,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
8004,75,832,3,0,0,2,0,0,1,FV,RRAn,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,TA,,60,8,5,2009,2009,110,544,0,288,832,1103,0,1935,1,0,2,1,1,8,2009,552,150,0,0,0,12,2009,461,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Unf,Ex,SBrkr,Typ,BuiltIn,Fin,TA,TA,Y,New,Partial
7200,60,560,3,0,0,2,256,0,0,RL,Feedr,GasA,Pave,Y,PConc,Gd,Gd,Gd,Gd,No,ALQ,Gd,,70,7,9,1936,2007,0,350,210,0,575,560,0,1135,1,0,1,0,1,6,1971,576,0,0,0,0,4,2009,462,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BLQ,Ex,SBrkr,Typ,Detchd,RFn,TA,TA,Y,WD,Normal
